headline,web_url,snippet,source,keywords,pub_date,word_count,byline.original,byline.person,byline.organization,title,id,genres,languages,countries,release_date,runtime,overview
‘Young Hearts’ Review: Movie Love by Algorithm,https://www.nytimes.com/2021/02/11/movies/young-hearts-review.html,"The brother and sister filmmakers Sarah Sherman and Zachary Ray Sherman deliver romance, unadorned.",The New York Times,"subject: Movies;creative_works: Young Hearts (Movie);persons: Sherman, Sarah (Film Director);persons: Sherman, Zachary Ray (1984- );",2021-02-11T12:00:06+0000,324,By Kristen Yoonsoo Kim,"firstname Kristen, middlename Yoonsoo, lastname Kim, qualifier None, title None, role reported, organization , rank 1",,Young Hearts,1232449,"Drama, Family","Dutch, French","Belgium, Netherlands",2024-10-10,97,"Fourteen-year-old Elias increasingly feels like an outsider in his village. When he meets his new neighbour of the same age, Alexander, Elias is confronted with his burgeoning sexuality."
‘Little Fish’ Review: Do You Remember Love?,https://www.nytimes.com/2021/02/04/movies/little-fish-review.html,This sci-fi romance imagines a world with widespread memory loss through the eyes of one couple.,The New York Times,"subject: Movies;creative_works: Little Fish (Movie);persons: Hartigan, Chad;",2021-02-04T12:00:06+0000,315,By Kristen Yoonsoo Kim,"firstname Kristen, middlename Yoonsoo, lastname Kim, qualifier None, title None, role reported, organization , rank 1",,Little Fish,586791,"Romance, Science Fiction, Drama",English,"Canada, United States of America",2021-02-05,101,A couple fights to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship.
‘Two of Us’ Review: Thwarted Love,https://www.nytimes.com/2021/02/04/movies/two-of-us-review-thwarted-love.html,An older lesbian couple is met with unexpected devastation in this aching romantic drama by Filippo Meneghetti.,The New York Times,"subject: Movies;persons: Sukowa, Barbara;creative_works: Two of Us (Movie);persons: Meneghetti, Filippo;",2021-02-04T12:00:03+0000,313,By Beatrice Loayza,"firstname Beatrice, middlename None, lastname Loayza, qualifier None, title None, role reported, organization , rank 1",,Two of Us,1259826,"Drama, Thriller",Tagalog,Philippines,2024-04-10,103,"Empress Schuck and Ejay Falcon star in this psychological thriller as two people who find each other while trying to make a living in a foreign country. But as time passes, underneath the sweet moments lie a toxic relationship that sparks violent tendencies."
‘Atlantis’ Review: A Bleak Apocalypse Love Story,https://www.nytimes.com/2021/01/21/movies/atlantis-review-a-bleak-apocalypse-love-story.html,"Ukraine’s official Oscar entry, the movie depicts an all-too-convincing dystopia, with no fancy gadgets or cars.",The New York Times,"subject: Movies;creative_works: Atlantis (Movie);persons: Vasyanovych, Valentyn;",2021-01-21T12:00:06+0000,320,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,Atlantis,15466,"Music, Documentary",French,"France, Italy",1991-08-21,74,"Atmospheric soundtrack follows this compilation of nature footage that focuses on the ocean and various life forms that live, mate and die in it."
‘Preparations to Be Together’ Review: Mysteries of Love,https://www.nytimes.com/2021/01/21/movies/preparations-to-be-together-for-an-unknown-period-of-time-review.html,A neurosurgeon pursues the man of her dreams in this simmering portrait of obsession by the Hungarian filmmaker Lili Horvat.,The New York Times,"subject: Movies;creative_works: Preparations to Be Together for an Unknown Period of Time (Movie);persons: Horvat, Lili;",2021-01-21T12:00:03+0000,438,By Beatrice Loayza,"firstname Beatrice, middlename None, lastname Loayza, qualifier None, title None, role reported, organization , rank 1",,Preparations to Be Together,727002,Drama,"English, Hungarian",Hungary,2020-09-24,95,"Márta, a 40-year-old neurosurgeon, falls in love. She leaves her shining American career behind and returns to Budapest to start a new life with the man she loves. But she waits for him at the Liberty Bridge in vain - he does not appear at their rendezvous. Márta starts to search for him desperately, but when she finally finds him, the love of her life claims that they have never met before."
‘Your Name Engraved Herein’ Review: When Love Is All You Can See,https://www.nytimes.com/2020/12/24/movies/review-your-name-engraved-herein.html,The filmmaker Patrick Liu keeps the focus on the two young men in this Taiwanese drama and blurs the rest.,The New York Times,"subject: Movies;glocations: Taiwan;persons: Liu, Patrick (Filmmaker);creative_works: Your Name Engraved Herein (Movie);",2020-12-24T12:00:06+0000,295,By Teo Bugbee,"firstname Teo, middlename None, lastname Bugbee, qualifier None, title None, role reported, organization , rank 1",,Your Name Engraved Herein,719410,"Romance, Drama","Mandarin, English","Taiwan, United States of America",2020-09-30,114,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma."
"‘Sylvie’s Love’ Review: In the Mood for Romance, Sighs and Tears",https://www.nytimes.com/2020/12/22/movies/sylvies-love-review.html,Tessa Thompson and Nnamdi Asomugha star in a swoony love story that wonderfully rethinks the classic Hollywood melodrama.,The New York Times,"subject: Movies;persons: Asomugha, Nnamdi;persons: King, Aja Naomi;persons: Longoria, Eva;persons: Thompson, Tessa;glocations: Harlem (Manhattan, NY);creative_works: Sylvie's Love (Movie);persons: Ashe, Eugene;",2020-12-22T19:12:32+0000,1022,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,Sylvie’s Love,584288,"Romance, Drama",English,United States of America,2020-01-27,114,"When a young woman meets an aspiring saxophonist in her father’s record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success."
‘Museum Town’ Review: A Love Letter to Mass MoCA,https://www.nytimes.com/2020/12/17/movies/museum-town-review.html,This documentary looks at how a contemporary art museum in Western Massachusetts transformed a struggling small town.,The New York Times,"subject: Documentary Films and Programs;subject: Art;creative_works: Museum Town (Movie);persons: Trainer, Jennifer;organizations: Massachusetts Museum of Contemporary Art;subject: Museums;glocations: North Adams (Mass);",2020-12-17T15:49:52+0000,280,By Lovia Gyarkye,"firstname Lovia, middlename None, lastname Gyarkye, qualifier None, title None, role reported, organization , rank 1",,Museum Town,576552,Documentary,English,United States of America,2019-03-10,75,A rural American town suffering economically from factory closures finds an unconventional route to recovery with the help of MASS MoCA.
‘Wild Mountain Thyme’ Review: Finding Love Down on the Farm,https://www.nytimes.com/2020/12/10/movies/wild-mountain-thyme-review.html,John Patrick Shanley adapts his play “Outside Mullingar” into a movie. (Don’t worry about the accents.),The New York Times,"subject: Movies;persons: Shanley, John Patrick;persons: Blunt, Emily;persons: Dornan, Jamie;creative_works: Outside Mullingar (Play);creative_works: Wild Mountain Thyme (Movie);",2020-12-10T12:00:04+0000,341,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,Wild Mountain Thyme,628333,"Romance, Drama",English,"Ireland, United Kingdom",2020-12-11,102,"Headstrong farmer Rosemary Muldoon has her heart set on winning her neighbour Anthony Reilly's love. The problem is, Anthony seems to have inherited a family curse, and remains oblivious to his beautiful admirer. Stung by his father's plans to sell the family farm to his American nephew, Anthony is jolted into pursuing his dreams."
‘My Psychedelic Love Story’ Review: On the Run With Timothy Leary,https://www.nytimes.com/2020/11/26/movies/my-psychedelic-love-story-review.html,"This Errol Morris documentary explores the relationship between the LSD guru and Joanna Harcourt-Smith, a woman who likened herself to Mata Hari.",The New York Times,"subject: Documentary Films and Programs;creative_works: My Psychedelic Love Story (Movie);persons: Harcourt-Smith, Joanna (1946-2020);persons: Morris, Errol;subject: LSD (Lysergic Acid Diethylamide);subject: Content Type: Personal Profile;",2020-11-26T12:00:05+0000,599,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,My Psychedelic Love Story,750595,Documentary,English,United States of America,2020-10-22,107,An examination of the notorious high priest of LSD Timothy Leary through the eyes of his famed lover Joanna Harcourt-Smith.
‘69: The Saga of Danny Hernandez’ Review: A SoundCloud-Rap Rat,https://www.nytimes.com/2020/11/17/movies/69-saga-of-danny-hernadez-review.html,The rise and fall of the provocative rapper Tekashi69 is chronicled in this Hulu documentary.,The New York Times,"subject: Documentary Films and Programs;subject: Rap and Hip-Hop;persons: Gandhi, Vikram;persons: 6ix9ine (Rapper);creative_works: 69: The Saga of Danny Hernandez (Movie);",2020-11-17T19:07:20+0000,363,By Calum Marsh,"firstname Calum, middlename None, lastname Marsh, qualifier None, title None, role reported, organization , rank 1",,69: The Saga of Danny Hernandez,765057,"Music, Documentary",English,United States of America,2021-04-29,101,"Part investigative documentary, part real-life gangster movie, this film unpacks the life of polarizing rap sensation and internet troll Tekashi69, aka 69, while chronicling his meteoric rise and fall from fame."
‘Ammonite’ Review: Love on the Rocks,https://www.nytimes.com/2020/11/12/movies/ammonite-review.html,Kate Winslet’s fossil hunter and Saoirse Ronan’s convalescent embark on a forbidden seaside romance.,The New York Times,"subject: Movies;persons: Ronan, Saoirse;persons: Winslet, Kate;persons: Lee, Francis (1969- );creative_works: Ammonite (Movie);",2020-11-12T12:00:04+0000,510,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,Ammonite,568467,"Romance, Drama",English,United Kingdom,2020-11-13,118,"In 1840s England, palaeontologist Mary Anning and a young woman sent by her husband to convalesce by the sea develop an intense relationship. Despite the chasm between their social spheres and personalities, Mary and Charlotte discover they can each offer what the other has been searching for: the realisation that they are not alone. It is the beginning of a passionate and all-consuming love affair that will defy all social bounds and alter the course of both lives irrevocably."
‘Love and Monsters’ Review: Coming-of-Age After the Apocalypse,https://www.nytimes.com/2020/10/15/movies/love-and-monsters-review.html,The new sci-fi adventure from Michael Matthews lacks the self-seriousness of typical dystopian flicks but doesn’t completely lack depth.,The New York Times,"persons: Matthews, Michael (Film Director);subject: Movies;creative_works: Love and Monsters (Movie);",2020-10-15T11:00:07+0000,284,By Lovia Gyarkye,"firstname Lovia, middlename None, lastname Gyarkye, qualifier None, title None, role reported, organization , rank 1",,Love and Monsters,590223,"Comedy, Action, Adventure, Science Fiction",English,United States of America,2020-10-16,109,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way."
"‘Love, Guaranteed’ Review: Swiping Left on Online Dating",https://www.nytimes.com/2020/09/03/movies/love-guaranteed-review-swiping-left-on-online-dating.html,Rachael Leigh Cook stars in this rom-com about a lawyer and her charming new client who wants to sue a dating website for falsely promising love.,The New York Times,"subject: Movies;persons: Cook, Rachael Leigh;persons: Wayans, Damon Jr;persons: Johnson, Mark Steven;creative_works: Love, Guaranteed (Movie);",2020-09-03T07:01:05+0000,343,By Natalia Winkelman,"firstname Natalia, middlename None, lastname Winkelman, qualifier None, title None, role reported, organization , rank 1",,"Love, Guaranteed",644090,"Romance, Comedy",English,United States of America,2020-09-02,91,A lawyer takes on a new client that wants to sue a dating website because it guarantees love.
‘Feel the Beat’ Review: Tough Love in the Dance Studio,https://www.nytimes.com/2020/06/19/movies/feel-the-beat-review.html,A prickly professional dancer becomes a reluctant instructor for a preteen dance troupe in this formulaic dramedy.,The New York Times,"subject: Movies;persons: Carson, Sofia (1993- );persons: Down, Elissa (1975- );creative_works: Feel the Beat (Movie);",2020-06-19T07:01:02+0000,253,By Natalia Winkelman,"firstname Natalia, middlename None, lastname Winkelman, qualifier None, title None, role reported, organization , rank 1",,Feel the Beat,707886,"Comedy, Music, Drama","Turkish, English","Canada, United States of America",2020-06-19,107,"After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition."
"‘Babyteeth’ Review: Love Means Never Having, Well, You Know",https://www.nytimes.com/2020/06/18/movies/babyteeth-review.html,"Eliza Scanlen plays a seriously ill high schooler who falls for the wrong guy who turns out to have the right stuff, after all.",The New York Times,"subject: Movies;creative_works: Babyteeth (Movie);persons: Murphy, Shannon (Film Director);persons: Scanlen, Eliza;persons: Wallace, Toby (1996- );",2020-06-18T16:31:36+0000,517,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,Babyteeth,522098,"Drama, Comedy, Romance",English,Australia,2020-06-15,118,A terminally ill teen upsets her parents when she falls in love with a small-time drug dealer.
‘Spelling the Dream’ Review: Words of Inspiration,https://www.nytimes.com/2020/06/03/movies/spelling-the-dream-review.html,"This Netflix documentary explores the unbroken Indian-American dominance of the U.S. national spelling bee, to less than winning results.",The New York Times,"subject: Documentary Films and Programs;subject: Scripps National Spelling Bee;persons: Rega, Sam;creative_works: Spelling the Dream (Movie);subject: Spelling;organizations: Netflix Inc;",2020-06-03T12:44:10+0000,296,By Bilal Qureshi,"firstname Bilal, middlename None, lastname Qureshi, qualifier None, title None, role reported, organization , rank 1",,Spelling the Dream,530973,Documentary,English,United States of America,2020-06-03,82,"Since 1999, 18 of the last 22 winners of the Scripps National Spelling Bee have been Indian-American, making the incredible trend one of the longest in sports history. “Breaking the Bee” is a feature-length documentary that explores and celebrates this new dynasty while following four students, ages 7 to 14, as they vie for the title of spelling bee champion."
‘Love Wedding Repeat’ Review: A Tumble Down the Aisle,https://www.nytimes.com/2020/04/10/movies/love-wedding-repeat-review-a-tumble-down-the-aisle.html,A couple’s reception becomes a disaster (or does it?) in this comedy of multiple errors.,The New York Times,"subject: Movies;creative_works: Love Wedding Repeat (Movie);persons: Craig, Dean (1974- );persons: Claflin, Sam;persons: Munn, Olivia;",2020-04-10T07:01:05+0000,414,By Amy Nicholson,"firstname Amy, middlename None, lastname Nicholson, qualifier None, title None, role reported, organization , rank 1",,Love Wedding Repeat,624808,"Comedy, Romance","English, Italian","United Kingdom, Italy",2020-04-10,100,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away in alternate versions of the same day."
"‘Almost Love’ Review: Schooled in Romance, but Missing Class",https://www.nytimes.com/2020/04/02/movies/almost-love-review.html,This ensemble comedy treats class solidarity as the love that dare not speak its name.,The New York Times,"subject: Movies;creative_works: Almost Love (Movie);persons: Doyle, Mike (1972- );",2020-04-02T11:00:03+0000,408,By Teo Bugbee,"firstname Teo, middlename None, lastname Bugbee, qualifier None, title None, role reported, organization , rank 1",,Almost Love,37185,"Drama, Romance","Cantonese, Mandarin, English",Hong Kong,1996-11-02,116,"Jun arrives in Hong Kong from mainland China, hoping to be able to earn enough money to marry his girlfriend back home. He meets the streetwise Qiao and they become friends. As friendship turns into love, problems develop, and although they seem meant for each other they somehow keep missing out."
‘Hope Gap’ Review: A Thin Line Between Love and War,https://www.nytimes.com/2020/03/05/movies/hope-gap-review-a-thin-line-between-love-and-war.html,Annette Bening and Bill Nighy play a couple that has lost its way after 29 years of marriage.,The New York Times,"subject: Movies;persons: Bening, Annette;persons: Nighy, Bill;persons: Nicholson, William (1948- );creative_works: Hope Gap (Movie);",2020-03-05T12:00:03+0000,257,By Aisha Harris,"firstname Aisha, middlename None, lastname Harris, qualifier None, title None, role reported, organization , rank 1",,Hope Gap,537140,Drama,English,United Kingdom,2019-10-03,100,"Grace lives an idyllic life in a British seaside town, but her world soon comes crashing down when her husband of 29 years tells her he's leaving her for another woman. Through stages of shock, disbelief and anger -- and with support from her son -- Grace ultimately regains her footing while learning it's never too late to be happy."
‘All the Bright Places’ Review: Love Amid Trauma,https://www.nytimes.com/2020/02/28/movies/all-the-bright-places-review.html,Elle Fanning and Justice Smith breathe life into a film about mental illness and the healing power of love.,The New York Times,"subject: Movies;creative_works: All the Bright Places (Movie);persons: Haley, Brett;persons: Fanning, Elle;persons: Smith, Justice (1995- );organizations: Netflix Inc;",2020-02-28T08:01:07+0000,233,By Candice Frederick,"firstname Candice, middlename None, lastname Frederick, qualifier None, title None, role reported, organization , rank 1",,All the Bright Places,342470,"Romance, Drama",English,United States of America,2020-02-28,108,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.
‘The Photograph’ Review: An Unabashedly Old-School Love Story,https://www.nytimes.com/2020/02/13/movies/the-photograph-review.html,Issa Rae and a terrific Lakeith Stanfield play a New York couple whose romance sends them and the story into the past.,The New York Times,"subject: Movies;creative_works: The Photograph (Movie);persons: Meghie, Stella;persons: Rae, Issa;persons: Stanfield, Lakeith;",2020-02-13T20:54:33+0000,862,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,The Photograph,589049,"Drama, Romance",English,"Canada, United States of America",2020-02-14,106,"When famed photographer Christina Eames dies unexpectedly, she leaves her estranged daughter, Mae, hurt, angry and full of questions. When Mae finds a photograph tucked away in a safe-deposit box, she soon finds herself delving into her mother's early life -- an investigation that leads to an unexpected romance with a rising journalist."
‘You Go to My Head’ Review: Untrue Love,https://www.nytimes.com/2020/02/13/movies/you-go-to-my-head-review.html,A mysterious architect persuades an amnesiac that she’s his wife in this elusive romance set in the Sahara.,The New York Times,"subject: Movies;creative_works: You Go to My Head (Movie);persons: de Clercq, Dimitri;",2020-02-13T12:00:05+0000,292,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,You Go to My Head,508892,"Drama, Mystery, Romance, Thriller","French, English","Belgium, France, Germany",2017-10-26,116,"Following a mysterious car accident in the desert, Dafne suffers from post-traumatic amnesia. Jake, the first person she sees when she regains consciousness, tells her he's her husband."
‘Ordinary Love’ Review: In Sickness and in Health,https://www.nytimes.com/2020/02/12/movies/ordinary-love-review.html,Lesley Manville and Liam Neeson play a married couple facing a cancer diagnosis.,The New York Times,"subject: Movies;creative_works: Ordinary Love (Movie);persons: Neeson, Liam;persons: Manville, Lesley;persons: D'Sa, Lisa Barros;persons: Leyburn, Glenn;",2020-02-12T19:46:45+0000,569,By A.O. Scott,"firstname A., middlename O., lastname Scott, qualifier None, title None, role reported, organization , rank 1",,Ordinary Love,588787,"Drama, Romance",English,"Ireland, United Kingdom",2019-12-06,92,An extraordinary look at the lives of a middle-aged couple in the midst of the wife's breast cancer diagnosis.
"‘To All the Boys: P.S. I Still Love You’ Review: Bliss, for Now",https://www.nytimes.com/2020/02/11/movies/to-all-the-boys-ps-i-still-love-you-review.html,The second installment in Netflix’s ’80s-style teen romance trilogy asks the question John Hughes left unanswered.,The New York Times,"subject: Movies;persons: Condor, Lana;persons: Centineo, Noah;creative_works: To All the Boys: PS I Still Love You (Movie);persons: Fimognari, Michael;",2020-02-11T18:33:41+0000,654,By Amy Nicholson,"firstname Amy, middlename None, lastname Nicholson, qualifier None, title None, role reported, organization , rank 1",,To All the Boys: P.S. I Still Love You,565426,"Romance, Comedy",English,United States of America,2020-02-03,102,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.
‘The Woman Who Loves Giraffes’ Review: Crackers for Animals,https://www.nytimes.com/2020/01/09/movies/the-woman-who-loves-giraffes-review.html,"This warm documentary uses one woman’s singular passion to fuel a tale of zoological discovery, blatant sexism and environmental alarm.",The New York Times,"subject: Documentary Films and Programs;subject: Giraffes;creative_works: The Woman Who Loves Giraffes (Movie);persons: Dagg, Anne Innis;persons: Reid, Alison (Filmmaker);",2020-01-09T12:00:04+0000,279,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,The Woman Who Loves Giraffes,544825,Documentary,,"Canada, South Africa, United States of America",2018-10-03,81,"Dr. Anne Innis Dagg re-traces the steps of her groundbreaking 1956 journey to South Africa to study giraffes in the wild. Now, at 85 years old, Anne sees a startling contrast between the world of giraffes she once knew and the one it has become. Weaving through the past and present, her harrowing journey gives us an intimate look into the factors that destroyed her career and the forces that brought her back."
‘Queen & Slim’ Review: Love on the Run,https://www.nytimes.com/2019/11/26/movies/queen-and-slim-review.html,Daniel Kaluuya and Jodie Turner-Smith star in Melina Matsoukas’s dreamy but intense outlaw romance.,The New York Times,"subject: Movies;creative_works: Queen & Slim (Movie);persons: Matsoukas, Melina;persons: Waithe, Lena;persons: Kaluuya, Daniel;persons: Turner-Smith, Jodie;",2019-11-26T17:41:50+0000,799,By A.O. Scott,"firstname A., middlename O., lastname Scott, qualifier None, title None, role reported, organization , rank 1",,Queen & Slim,40108,"Crime, Drama, Thriller","Greek, Italian","Cyprus, Greece",1980-02-01,91,"A woman struggles to keep her stepdaughter from harms way after she hires an assassin to kill her husband, but the hitman turns and blackmails her for the crime."
‘Marriage Story’ Review: Dance Me to the End of Love,https://www.nytimes.com/2019/11/05/movies/marriage-story-review.html,"Adam Driver and Scarlett Johansson self-consciously uncouple in Noah Baumbach’s tender, stinging tale of divorce.",The New York Times,"subject: Movies;persons: Baumbach, Noah;creative_works: Marriage Story (Movie);persons: Driver, Adam;persons: Johansson, Scarlett;persons: ALDA, ALAN;persons: Dern, Laura;persons: Liotta, Ray;",2019-11-05T19:01:02+0000,1244,By A.O. Scott,"firstname A., middlename O., lastname Scott, qualifier None, title None, role reported, organization , rank 1",,Marriage Story,492188,Drama,English,United Kingdom,2019-09-28,137,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes."
"‘Cyrano, My Love’ Review: A Nose for Romance",https://www.nytimes.com/2019/10/17/movies/cyrano-my-love-review.html,This superficial take on the writing and initial staging of “Cyrano de Bergerac” is a whirlwind of soapy declarations and backstage chaos.,The New York Times,"subject: Movies;creative_works: Cyrano, My Love (Movie);persons: Michalik, Alexis;",2019-10-17T11:00:03+0000,291,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,"Cyrano, My Love",544510,"Comedy, History","French, Russian","Belgium, France",2018-11-10,113,"Paris, France, December 1897. The young playwright Edmond Rostand feels like a failure. Inspiration has abandoned him. Married and father of two children, desperate and penniless, he persuades the great actor Constant Coquelin to perform the main role in his new play. But there is a problem: Coquelin wants to premiere it at Christmas and Edmond has not written a single word."
"‘Pretenders’ Review: A Little New Wave Love, a Lot of Misogyny",https://www.nytimes.com/2019/10/03/movies/pretenders-review.html,"Directed by James Franco and featuring James Franco, this film indulges in a distasteful brand of nostalgia.",The New York Times,"subject: Movies;persons: Franco, James;creative_works: Pretenders (Movie);",2019-10-03T11:00:07+0000,276,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,Pretenders,346666,Drama,English,United States of America,2019-09-27,95,"A love triangle involving a photographer, a director and an actress."
‘First Love’ Review: Eluding Assassins With the Help of a Boxer,https://www.nytimes.com/2019/09/26/movies/first-love-review.html,The prolific director Takashi Miike delivers an unusually satisfying Japanese genre romp.,The New York Times,"subject: Movies;persons: Miike, Takashi;creative_works: First Love (Movie);",2019-09-26T11:00:06+0000,398,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,First Love,597094,"Crime, Action, Comedy","Mandarin, Japanese","Japan, United Kingdom",2019-05-31,108,"Set over one night in Tokyo, we follow Leo, a young boxer down on his luck as he meets his ‘first love’ Monica, a call-girl and an addict but still innocent. But, little does Leo know, Monica is unwittingly caught up in a drug-smuggling scheme, and the two are pursued through the night by a corrupt cop, a yakuza, his nemesis, and a female assassin sent by the Chinese Triads. All their fates intertwine in spectacular Miike style, at his most fun and anarchic."
"‘Loro’ Review: A Corrupt Leader, and the People Who Love Him",https://www.nytimes.com/2019/09/19/movies/loro-review.html,Toni Servillo plays the former Italian Prime Minister Silvio Berlusconi in Paolo Sorrentino’s extravagant portrait.,The New York Times,"subject: Movies;creative_works: Loro (Movie);persons: Servillo, Toni;persons: Sorrentino, Paolo;persons: Berlusconi, Silvio;glocations: Italy;",2019-09-19T17:27:07+0000,820,By A.O. Scott,"firstname A., middlename O., lastname Scott, qualifier None, title None, role reported, organization , rank 1",,Loro,541660,Drama,Italian,"France, Italy",2018-09-13,157,"Internationally released Director's Cut of ""Loro 1"" and ""Loro 2"", which were released separately as two movies in Italy. The film talks about the group of businessmen and politicians – the Loro (Them) from the title – who live and act near to media tycoon and politician Silvio Berlusconi in the years between 2006 and 2009."
‘Falling Inn Love’ Review: A Prize That Needs Some Work,https://www.nytimes.com/2019/08/29/movies/falling-inn-love-review.html,"It’s hard to find a reliable, talented, reasonably priced, eco-friendly contractor these days.",The New York Times,"subject: Movies;organizations: Netflix Inc;persons: Kumble, Roger;persons: Milian, Christina;persons: Demos, Adam;creative_works: Falling Inn Love (Movie);",2019-08-29T14:56:44+0000,374,By Helen T. Verongos,"firstname Helen, middlename T., lastname Verongos, qualifier None, title None, role reported, organization , rank 1",,Falling Inn Love,623195,"Romance, Comedy",English,United States of America,2019-08-29,98,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor."
‘Hot Air’ Review: A Right-Wing Radio Host Learns to Love Again,https://www.nytimes.com/2019/08/22/movies/hot-air-review.html,Steve Coogan stars in this cumbersome political comedy.,The New York Times,"subject: Movies;persons: Coogan, Steve;persons: Coraci, Frank;creative_works: Hot Air (Movie);persons: Campbell, Neve;",2019-08-22T15:50:09+0000,266,By Bilge Ebiri,"firstname Bilge, middlename None, lastname Ebiri, qualifier None, title None, role reported, organization , rank 1",,Hot Air,479315,Drama,English,United States of America,2018-04-10,99,A right-wing talk show host's life takes a sudden turn when his 16-year-old niece comes crashing into his life.
‘Leto’ Review: Love and Rock in Leningrad,https://www.nytimes.com/2019/06/06/movies/leto-review.html,Kirill Serebrennikov’s gentle mood piece brings an underground music scene to vivid life.,The New York Times,"subject: Music;creative_works: Leto (Movie);persons: Serebrennikov, Kirill S;",2019-06-06T11:00:02+0000,283,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,Leto,204513,"Family, Drama, TV Movie",Serbo-Croatian,Yugoslavia,1988-01-01,80,
‘The Tomorrow Man’ Review: Love Among the Neuroses,https://www.nytimes.com/2019/05/21/movies/the-tomorrow-man-review.html,Blythe Danner and John Lithgow strain to elevate this twee late-life romance.,The New York Times,"subject: Movies;creative_works: The Tomorrow Man (Movie);persons: Danner, Blythe;persons: Lithgow, John;persons: Jones, Noble;",2019-05-21T11:00:01+0000,280,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,The Tomorrow Man,565391,"Drama, Romance",English,United States of America,2019-05-22,94,"Ed Hemsler spends his life preparing for a disaster that may never come. Ronnie Meisner spends her life shopping for things she may never use. In a small town somewhere in America, these two people will try to find love while trying not to get lost in each other’s stuff."
‘Asako I & II’ Review: Double the Love (and the Heartbreak),https://www.nytimes.com/2019/05/16/movies/asako-i-and-ii-review.html,The Japanese director Ryusuke Hamaguchi follows up his marathon “Happy Hour” with a story of love among young urbanites.,The New York Times,"subject: Movies;creative_works: Asako I & II (Movie);persons: Hamaguchi, Ryusuke;",2019-05-16T11:00:01+0000,547,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,Asako I & II,487850,"Drama, Romance","Japanese, English",Japan,2018-09-01,119,"College student Asako falls in love at first sight with Baku after meeting at a photography exhibit. Romance sparks between the two but doesn't last long when Baku suddenly disappears from her life. Two years later, she spots a man that bears a striking resemblance to him. Even though it is only his physical similarities to Baku that attracted her to him, she doesn't say so and starts dating the soft-spoken young man called Ryohei."
