headline,web_url,snippet,source,keywords,pub_date,word_count,byline.original,byline.person,byline.organization,title,id,genres,languages,countries,release_date,runtime,overview
"Review: In ‘Love & Bananas,’ Uncovering the Plight of the Asian Elephant",https://www.nytimes.com/2018/04/26/movies/love-and-bananas-review-asian-elephants.html,"In this personal movie, the actress Ashley Bell embarks on an elephant rescue in Thailand that also reveals the threats to the animal’s survival.",The New York Times,"creative_works: Love & Bananas: An Elephant Story (Movie);persons: Bell, Ashley (1986- );subject: Elephants;subject: Animal Abuse, Rights and Welfare;subject: Documentary Films and Programs;",2018-04-26T11:00:01+0000,254,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"Love & Bananas,",1248795,"Romance, Action, Drama",Turkish,Turkey,2024-03-13,99,"After learning that the art thief she has been chasing is her ex-lover, an officer working for Interpol concocts a plan to catch him red-handed."
"Review: If You Love Godard, You’ll Hate-Watch ‘Godard Mon Amour’",https://www.nytimes.com/2018/04/18/movies/godard-mon-amour-review.html,A portrait of a filmmaker in crisis that might have worked better as a comedy sketch.,The New York Times,"subject: Movies;creative_works: Godard Mon Amour (Movie);persons: Hazanavicius, Michel;persons: Godard, Jean-Luc;persons: Wiazemsky, Anne;persons: Garrel, Louis;",2018-04-18T23:02:46+0000,937,By A.O. Scott,"firstname A., middlename O., lastname Scott, qualifier None, title None, role reported, organization , rank 1",,Godard Mon Amour,416186,"Drama, Romance, Comedy","Czech, French, English, Italian","Myanmar, France",2017-06-24,108,"In 1967, during the making of “La Chinoise,” film director Jean-Luc Godard falls in love with 19-year-old actress Anne Wiazemsky and marries her."
"Review: In ‘Submergence,’ a Love Story Sunk by Geopolitics",https://www.nytimes.com/2018/04/12/movies/submergence-review-wim-wenders.html,"In Wim Wenders’s film, Alicia Vikander and James McAvoy are soul mates who find each other before a plotline involving Somali jihadists separates them.",The New York Times,"subject: Movies;creative_works: Submergence (Movie);persons: Vikander, Alicia (1988- );persons: McAvoy, James;persons: Wenders, Wim;persons: Ledgard, J M;persons: Dignam, Erin;subject: Books and Literature;",2018-04-12T11:00:01+0000,591,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"Submergence,",375327,"Drama, Thriller, Romance","Arabic, English, French, Somali","United States of America, France, Germany, Spain",2017-09-22,112,"While James More is held captive by terrorists in Somalia, thousands of miles away on the Greenland Sea, his lover Danny Flinders prepares to dive herself in a submersible into the deep bottom of the ocean, tormented by the memories of their brief encounter in France and her inability to know his whereabouts."
"Review: In ‘Love After Love,’ an Unflinching Look at Extended Grief",https://www.nytimes.com/2018/03/29/movies/love-after-love-review.html,Russ Harbaugh’s debut feature delivers something rarely seen in American movies: a warts-and-all examination of extended grief.,The New York Times,"subject: Movies;creative_works: Love After Love (Movie);persons: Harbaugh, Russ;persons: MacDowell, Andie;",2018-03-29T11:00:01+0000,280,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,"Love After Love,",377278,Drama,French,"Belgium, France",2016-06-08,98,Marie and Boris decide to get a divorce after 15 years of marriage. Tensions rise when cash-strapped Boris must continue to live with Marie and the two children while trying to figure out how to divide the assets.
Review: On Parole and in Love in ‘Outside In’,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"subject: Movies;creative_works: Outside In (Movie);persons: Shelton, Lynn;persons: Duplass, Jay;persons: Falco, Edie;persons: Dever, Kaitlyn;",2018-03-29T11:00:01+0000,422,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,Outside In,472805,Drama,English,United States of America,2018-03-30,109,An ex-con struggling to readjust to life in his small town forms an intense bond with his former high-school teacher.
"Review: In ‘Love, Simon,’ a Glossy Teen Romance, the Hero Has a Secret",https://www.nytimes.com/2018/03/15/movies/love-simon-review.html,"This comedy set in a particularly idyllic Atlanta suburb has a gay love story, a blackmailing weasel and surprising emotional resonance.",The New York Times,"subject: Movies;creative_works: Love, Simon (Movie);persons: Berlanti, Greg;persons: Robinson, Nick (1995- );",2018-03-15T17:26:47+0000,272,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"Love, Simon,",449176,"Comedy, Drama, Romance",English,United States of America,2018-02-16,110,"Everyone deserves a great love story, but for 17-year-old Simon Spier, it's a little more complicated. He hasn't told his family or friends that he's gay, and he doesn't know the identity of the anonymous classmate that he's fallen for online."
"Review: In ‘Keep the Change,’ Two People With Autism Find Love",https://www.nytimes.com/2018/03/15/movies/keep-the-change-review.html,"A stubborn thirtysomething sentenced to spend time in an autism support group after an arrest finds romance, in this film starring actors with autism.",The New York Times,"subject: Movies;creative_works: Keep the Change (Movie);persons: Israel, Rachel;",2018-03-15T16:10:25+0000,258,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"Keep the Change,",455401,"Comedy, Romance",English,United States of America,2018-03-16,94,"When aspiring filmmaker David is mandated by a judge to attend a social program at the Jewish Community Center, he is sure of one thing: he doesn't belong there. But when he's assigned to visit the Brooklyn Bridge with the vivacious Sarah, sparks fly and his convictions are tested. Their budding relationship must weather Sarah's romantic past, David's judgmental mother, and their own pre-conceptions of what love is supposed to look like."
Review: A London Night Goes Wrong in ‘The Party’,https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,Sally Potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,The New York Times,"subject: Movies;creative_works: The Party (Movie);persons: Potter, Sally;persons: Spall, Timothy;persons: Scott Thomas, Kristin;",2018-02-15T12:00:25+0000,598,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,The Party,10794,Comedy,English,United States of America,1968-04-04,99,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put on the guest list for an upcoming party at the home of a Hollywood film producer. Unfortunately, from the moment he arrives, one thing after another goes wrong with compounding effect."
"Review: In ‘The Housemaid,’ Twisted Love and Angry Ghosts in Vietnam",https://www.nytimes.com/2018/02/15/movies/the-housemaid-review.html,"Set in 1953, when the country was under French colonial rule, the story takes place on a plantation that harbors shameful secrets — and an apparition.",The New York Times,"subject: Movies;glocations: Vietnam;persons: Nguyen, Derek;creative_works: The Housemaid (Movie);",2018-02-15T12:00:02+0000,273,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,"The Housemaid,",45202,"Thriller, Drama",Korean,South Korea,2010-05-13,107,Eun-yi is hired as a maid in a mansion owned by a wealthy businessman. He quickly starts seducing his employee who seemingly has little choice but to comply with his sexual advances. Soon the women of the family plot against Eun-yi who must fight an equally devious battle to protect herself.
"Review: In ‘Forever My Girl,’ a Romance Resumes After a Long Break",https://www.nytimes.com/2018/01/19/movies/forever-my-girl-review.html,There are few hard feelings in Bethany Ashton Wolf’s adaptation of a novel by Heidi McLaughlin.,The New York Times,"subject: Movies;creative_works: Forever My Girl (Movie);persons: Wolf, Bethany Ashton;",2018-01-19T17:22:06+0000,273,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"Forever My Girl,",417261,"Romance, Drama, Music",English,United States of America,2018-01-26,104,"After being gone for a decade, a country star returns home to the love he left behind."
Review: ‘Kangaroo: A Love-Hate Story’ Exposes a Wildlife Massacre,https://www.nytimes.com/2018/01/18/movies/kangaroo-a-love-hate-story-review.html,"The documentary looks at the mass killings of kangaroos for pet-food companies, leather processors and ranchers in Australia.",The New York Times,"creative_works: Kangaroo: A Love-Hate Story (Movie);subject: Kangaroos;subject: Animal Abuse, Rights and Welfare;persons: McIntyre Clere, Kate;persons: McIntyre, Mick;subject: Documentary Films and Programs;glocations: Australia;",2018-01-18T12:00:23+0000,263,By Ken Jaworowski,"firstname Ken, middlename None, lastname Jaworowski, qualifier None, title None, role reported, organization , rank 1",,Kangaroo: A Love-Hate Story,498379,Documentary,English,Australia,2018-01-19,103,"This groundbreaking film reveals the truth surrounding Australia’s love-hate relationship with its beloved icon. The kangaroo image is proudly used by top companies, sports teams and as tourist souvenirs, yet when they hop across the vast continent some consider them to be pests to be shot and sold for profit. KANGAROO unpacks a national paradigm where the relationship with kangaroos is examined."
Review: A Man and a Woman (and Another Woman) in ‘Lover for a Day’,https://www.nytimes.com/2018/01/11/movies/lover-for-a-day-review-philippe-garrel.html,"In Philippe Garrel’s drama, a 23-year-old woman moves in with her father and his 23-year-old girlfriend. Complications ensue.",The New York Times,"subject: Movies;creative_works: Lover for a Day (Movie);persons: Garrel, Philippe;",2018-01-11T16:20:53+0000,863,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,Lover for a Day,434131,"Drama, Romance",French,France,2017-05-31,76,"After a bad breakup, a college-aged Parisian moves into her father's flat only to discover that he is living with his new girlfriend - a young woman her age."
"Review: In ‘Youth,’ the People’s Dance Troupe, in Love and War",https://www.nytimes.com/2017/12/14/movies/youth-review.html,This decades-spanning melodrama chronicles the rivalries and heartbreaks of a dance troupe in Mao’s China.,The New York Times,subject: Movies;persons: Feng Xiaogang;creative_works: Youth (Movie);,2017-12-14T12:00:26+0000,267,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"Youth,’ the People",1120524,Drama,Mandarin,China,2023-05-01,0,
Review: ‘Killing for Love’ Revisits a Virginia Murder Case,https://www.nytimes.com/2017/12/14/movies/killing-for-love-review.html,"The true-crime documentary lays out a persuasive case for reasonable doubt in the case against Jens Soering, who was convicted, along with his girlfriend.",The New York Times,"creative_works: Killing for Love (Movie);persons: Soering, Jens;persons: Haysom, Elizabeth;persons: Vetter, Marcus (1967- );persons: Steinberger, Karin;subject: Documentary Films and Programs;subject: Murders, Attempted Murders and Homicides;",2017-12-14T12:00:26+0000,281,By Ben Kenigsberg,"firstname Ben, middlename None, lastname Kenigsberg, qualifier None, title None, role reported, organization , rank 1",,Killing for Love,402919,"Crime, Documentary","English, German","Sweden, Germany, United Kingdom, Netherlands, Denmark",2016-10-27,131,"Derek and Nancy Haysom were brutally murdered in their house in Lynchburg, Virginia, on March 30, 1985. Suspicion fell on their daughter Elizabeth and her boyfriend Jens Söring. They flee to Europe, but are caught and extradited to the U.S. Elizabeth is sentenced to 90 years in jail for incitement to murder, Jens Söring to two life sentences. Karin Steinberger, Marcus Vetter and their team spent over three years researching this case, which achieved world-wide notoriety. They uncovered new evidence, including the fact none of the blood samples found at the scene of the crime belonged to Jens Söring."
Review: ‘The Shape of Water’ Is Altogether Wonderful,https://www.nytimes.com/2017/11/30/movies/the-shape-of-water-review-guillermo-del-toro.html,"Guillermo del Toro’s latest film is an unlikely and lyrical love story, inspired by “Creature From the Black Lagoon.”",The New York Times,"subject: Movies;creative_works: The Shape of Water (Movie);persons: Del Toro, Guillermo;persons: Spencer, Octavia;persons: Shannon, Michael;persons: Hawkins, Sally;persons: Jones, Doug (1960- );",2017-11-30T16:10:56+0000,924,By A.O. Scott,"firstname A., middlename O., lastname Scott, qualifier None, title None, role reported, organization , rank 1",,The Shape of Water,399055,"Drama, Fantasy, Romance","English, Russian",United States of America,2017-12-01,123,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape."
"Review: In ‘Love Beats Rhymes,’ a Hip-Hop Artist Transformed by Poetry",https://www.nytimes.com/2017/11/30/movies/love-beats-rhymes-azealia-banks-rza.html,"The rap luminary RZA and the hip-hop musician Azealia Banks team up for a story of rap and poetry, “Love Beats Rhymes.”",The New York Times,"subject: Movies;subject: Rap and Hip-Hop;persons: RZA;persons: Banks, Azealia;creative_works: Love Beats Rhymes (Movie);",2017-11-30T12:00:05+0000,319,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"Love Beats Rhymes,",376658,"Drama, Music",English,United States of America,2017-12-01,105,"A young woman dreams of making it big in the world of hip hop, but her parents demand that she finish her university degree. She dutifully agrees to complete her education, but her spoken word proves to have a powerful impact in the classroom."
Review: ‘Cuba and the Cameraman’ Lavishes Love on a Country … and Castro,https://www.nytimes.com/2017/11/23/movies/cuba-and-the-cameraman-review.html,The filmmaker Jon Alpert has been visiting and documenting Cuba for 45 years. His new movie looks back fondly at its people and its leader.,The New York Times,"subject: Documentary Films and Programs;glocations: Cuba;creative_works: Cuba and the Cameraman (Movie);persons: ALPERT, JON;",2017-11-23T12:00:20+0000,427,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,Cuba and the Cameraman,474433,Documentary,"Spanish, English","Cuba, United States of America",2017-09-08,113,This revealing portrait of Cuba follows the lives of Fidel Castro and three Cuban families affected by his policies over the last four decades.
Review: ‘On the Beach at Night Alone’ Zooms in on a Love Affair,https://www.nytimes.com/2017/11/16/movies/on-the-beach-at-night-alone-review-hong-sang-soo.html,Kim Min-hee stars in a new film from the prolific South Korean director Hong Sang-soo. The movie has been seen as based partly on their affair.,The New York Times,subject: Movies;creative_works: On the Beach at Night Alone (Movie);persons: Hong Sang-soo;persons: Kim Min-hee;,2017-11-16T12:00:20+0000,520,By A.O. Scott,"firstname A., middlename O., lastname Scott, qualifier None, title None, role reported, organization , rank 1",,On the Beach at Night Alone,434773,Drama,"English, German, Korean",South Korea,2017-03-23,101,"Young-hee, an actress reeling in the aftermath of an affair with a married film director, escapes to Hamburg. But when she returns to Korea and meets with friends for drinks, startling confessions emerge."
"Review: In ‘Thelma,’ a Woman in Love Can Burn Down the World",https://www.nytimes.com/2017/11/09/movies/review-in-thelma-a-woman-in-love-can-burn-down-the-world.html,"In Joachim Trier’s sly psychological thriller “Thelma,” a child-woman finds love and discovers that behaving like a good girl can be a very bad idea.",The New York Times,"subject: Movies;creative_works: Thelma (Movie);persons: Trier, Joachim;",2017-11-09T20:08:31+0000,757,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,"Thelma,",739547,"Animation, Fantasy, Family",English,United States of America,2024-05-17,98,"Thelma dreams of being a glamorous unicorn. Then in a rare pink and glitter-filled moment of fate, Thelma's wish comes true. She rises to instant international stardom, but at an unexpected cost. After a while, Thelma realizes that she was happier as her ordinary, sparkle-free self. So she ditches her horn, scrubs off her sparkles, and returns home, where her best friend is waiting for her with a hug."
"Review: ‘Hello Again,’ a Movie Musical Ode to Love and Lust Over Decades",https://www.nytimes.com/2017/11/07/movies/hello-again-review.html,"This film from Tom Gustafson, based on a 1993 Off Broadway show, has a formidable cast of Broadway names but wants for dramatic traction.",The New York Times,"subject: Movies;creative_works: Hello Again (Movie);persons: Gustafson, Tom;persons: Jackson, Cheyenne;persons: McDonald, Audra;persons: Willis, Rumer (1988- );persons: LaChiusa, Michael John;",2017-11-07T19:13:29+0000,321,By Andy Webster,"firstname Andy, middlename None, lastname Webster, qualifier None, title None, role reported, organization , rank 1",,"Hello Again,",734622,"Comedy, Romance",German,Germany,2020-09-17,92,"Zazie lives with her buddies, womanizer Patrick and sweetheart Anton, in a flat share. All three are completely incapable of being in a relationship. Finding the great love? No need. Zazie is sure of that. When Philipp, Zazie's best friend from childhood, sends an invitation to his wedding, Zazie is shocked to find out that he wants to marry stuck up and vicious Franziska. She is definitely the wrong girl for Philipp! Zazie decides to do everything she can to save him from making the biggest mistake of his life. But will this turn out to be her own path to happiness?"
"Review: ‘It Happened in L.A.,’ All That Questing After Love",https://www.nytimes.com/2017/11/02/movies/it-happened-in-la-review.html,"This ensemble comedy from Michelle Morgan concerns one woman who exits a relationship, and another who seeks one. Their city only complicates matters.",The New York Times,"subject: Movies;creative_works: It Happened in L.A. (Movie);persons: Morgan, Michelle (Filmmaker);persons: Hemingway, Dree (1987- );",2017-11-02T11:00:03+0000,263,By Andy Webster,"firstname Andy, middlename None, lastname Webster, qualifier None, title None, role reported, organization , rank 1",,"It Happened in L.A.,",432612,Comedy,English,,2017-11-03,97,"Annette might be judgmental, critical, and a total perfectionist—but only of the most charming variety. When she suddenly perceives that her relationship with her boyfriend, Elliot, is inferior to all the happy coupledom she sees among her friends, she decides they need to break up. Launched into the LA dating scene, where film industry jobs, old school bars, and elitist consumerism are the norm, Annette begins to realize that maybe meeting some cool new guy isn’t going to lead her to personal fulfillment."
"Review: Love Is Wild, if Not Pretty, in ‘God’s Own Country’",https://www.nytimes.com/2017/10/24/movies/gods-own-country-review.html,"This feature debut of the writer and director Francis Lee is a bracing, sometimes brutal movie.",The New York Times,"subject: Movies;creative_works: God's Own Country (Movie);persons: Lee, Francis (1969- );persons: O'Connor, Josh (Actor);persons: Secareanu, Alec;",2017-10-24T11:00:24+0000,295,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,God’s Own Country,428493,"Romance, Drama","English, Romanian",United Kingdom,2017-08-31,105,"A young farmer in rural Yorkshire numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker."
Review: Love in a Cold Climate in ‘The Mountain Between Us’,https://www.nytimes.com/2017/10/05/movies/the-mountain-between-us-review-kate-winslet-idris-elba.html,Idris Elba and Kate Winslet crash into a mountain — and each other — in this drama.,The New York Times,"subject: Movies;creative_works: The Mountain Between Us (Movie);persons: ABU-ASSAD, HANY;persons: Elba, Idris;persons: Winslet, Kate;",2017-10-05T11:00:05+0000,272,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,The Mountain Between Us,290512,"Drama, Adventure, Romance",English,United States of America,2017-10-05,109,"Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength."
"Review: In the Documentary ‘Dina,’ a Differently Abled Love Story",https://www.nytimes.com/2017/10/05/movies/dina-review.html,"An intimate, affecting film about a couple with autism, as they plan their wedding.",The New York Times,"creative_works: Dina (Movie);subject: Documentary Films and Programs;persons: Sickles, Dan (Film Director);persons: Santini, Antonio (Film Director);subject: Autism;subject: Dating and Relationships;",2017-10-05T11:00:05+0000,290,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"Dina,",245122,"Crime, Drama, Romance",Portuguese,Portugal,1983-04-29,90,"Dina (Maria Santiago) is a teenager brought up by her grandmother, employed as a housekeeper for a fairly well-off family. Since Dina only has her grandmother, she spends her time fantasizing about her life and reading comic-book love stories -- activities that do nothing to improve her dim perspective of reality. Due to these handicaps and her own inexperience, she gets involved with Django (Luis Lucas), a shady character who decides to use her as bait to attract men and then rob them. One day when both are in a taxi with robbery in mind, the driver gets suspicious so Django shoots him, and so does Dina. She escapes and runs away -- though it seems like she has learned too little too late. This story unfolds against a time of upheaval in Portugal (mid-1970s) when the military government is formulating a constitution and social changes are happening everywhere."
Review: Love of Il Maestro Drives ‘In Search of Fellini’,https://www.nytimes.com/2017/09/14/movies/in-search-of-fellini-review.html,A sheltered young woman enamored of the films of the famous director sets off to Italy to meet him.,The New York Times,"subject: Movies;creative_works: In Search of Fellini (Movie);persons: Cartwright, Nancy;persons: Solo, Ksenia;persons: Lexton, Taron;",2017-09-14T11:00:24+0000,272,By Monica Castillo,"firstname Monica, middlename None, lastname Castillo, qualifier None, title None, role reported, organization , rank 1",,In Search of Fellini,446697,"Drama, Adventure",English,,2017-09-15,93,"Lucy, a small-town girl from Ohio, discovers the delightfully bizarre films of legendary filmmaker Federico Fellini and sets off on a journey across Italy to find him."
"Review: ‘Woodpeckers,’ a Tale of Love and Agonizing Penal Confinement",https://www.nytimes.com/2017/09/14/movies/woodpeckers-review.html,José María Cabral’s drama concerns a male and female convict in adjacent penitentiaries who use a sign language — “woodpecking” — in order to connect.,The New York Times,"subject: Movies;creative_works: Woodpeckers (Movie);persons: Cabral, Jose Maria;persons: Jean, Jean (Actor);persons: Rodriguez, Judith (1985- );",2017-09-14T10:00:14+0000,242,By Andy Webster,"firstname Andy, middlename None, lastname Webster, qualifier None, title None, role reported, organization , rank 1",,"Woodpeckers,",428479,Drama,Spanish,Dominican Republic,2017-01-23,108,"Julián finds love and a reason for living in the last place imaginable: the Dominican Republic's Najayo Prison. His romance, with fellow prisoner Yanelly, must develop through sign language and without the knowledge of dozens of guards."
"Review: In ‘I Do ... Until I Don’t,’ Love and Loathing in Florida",https://www.nytimes.com/2017/08/31/movies/i-do-until-i-dont-review.html,Three married couples outwit a documentary filmmaker in Lake Bell’s sex comedy.,The New York Times,"subject: Movies;persons: Bell, Lake;persons: Reiser, Paul;creative_works: I Do... Until I Don't (Movie);",2017-08-31T13:00:02+0000,258,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,"I Do ... Until I Don’t,",395474,Comedy,English,United States of America,2017-09-01,103,"In Vero Beach, Florida, a trio of couples at various points in their relationships become the subjects of a film about marriage being an antiquated idea that needs a reboot: Why not turn marriage into a seven-year deal with an option to renew?"
Review: ‘Tales of an Immoral Couple’: Love Means Having to Grow Up,https://www.nytimes.com/2017/08/24/movies/tales-of-an-immoral-couple-review.html,"Twenty-five years after they split, two former high school sweethearts reluctantly reunite for an awkward night.",The New York Times,"subject: Movies;creative_works: Tales of an Immoral Couple (Movie);persons: Caro, Manolo;",2017-08-24T16:22:43+0000,284,By Monica Castillo,"firstname Monica, middlename None, lastname Castillo, qualifier None, title None, role reported, organization , rank 1",,Tales of an Immoral Couple,387062,"Comedy, Romance",Spanish,Mexico,2016-10-28,91,"Lucio and Martina used to share an indescribable chemistry during their highschool years, however, they took separate ways. 25 years later they meet again, but this time they decide to invent an ideal life in order to hide themselves from an inevitable truth: they were really waiting for each other in all of these years."
Review: Aid Workers in Love and War in Sean Penn’s ‘The Last Face’,https://www.nytimes.com/2017/07/27/movies/the-last-face-review-charlize-theron-sean-penn.html,"In war-torn Liberia, Charlize Theron and Javier Bardem face a big problem: how to keep their knotty relationship from fizzling.",The New York Times,"subject: Movies;creative_works: The Last Face (Movie);persons: Penn, Sean;persons: Bardem, Javier;persons: Theron, Charlize;",2017-07-27T20:29:01+0000,280,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,The Last Face,287904,Drama,"English, Portuguese",United States of America,2017-01-11,130,"Miguel, a heroic Spanish doctor, puts himself in harm's way to deliver medical treatment to the victims of military uprisings in Africa."
"Review: She Hosts ‘Women Who Kill,’ and May Be in Love With One",https://www.nytimes.com/2017/07/25/movies/women-who-kill-review.html,"In Ingrid Jungermann’s droll comedy, ex-lovers who produce a podcast about serial killers find themselves at odds when a new romantic interest emerges.",The New York Times,"subject: Movies;creative_works: Women Who Kill (Movie);persons: Jungermann, Ingrid (1977- );",2017-07-25T21:38:36+0000,411,By Ken Jaworowski,"firstname Ken, middlename None, lastname Jaworowski, qualifier None, title None, role reported, organization , rank 1",,"Women Who Kill,",385755,"Comedy, Crime, Mystery, Romance, Thriller",English,United States of America,2016-07-27,93,"Morgan and Jean work well together as true crime podcasters because they didn’t work well, at all, as a couple. However, when Morgan strikes up a new relationship with the mysterious Simone, their shared interest turns into suspicion, paranoia, and fear."
"Review: In ‘The Big Sick,’ Comedy Is Hard, Love Harder",https://www.nytimes.com/2017/06/22/movies/the-big-sick-review-kumail-nanjiani.html,"Kumail Nanjiani stars opposite Zoe Kazan in this very funny, moving true story about how he found and almost lost love. Holly Hunter and Ray Romano also star.",The New York Times,"subject: Movies;creative_works: The Big Sick (Movie);persons: Nanjiani, Kumail;persons: Gordon, Emily V;persons: Kazan, Zoe;persons: Showalter, Michael;",2017-06-22T09:00:31+0000,1073,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,"The Big Sick,",416477,"Comedy, Drama, Romance","English, Urdu",United States of America,2017-03-30,120,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings."
Review: Finding Love (and Slapstick) While ‘Lost in Paris’,https://www.nytimes.com/2017/06/15/movies/lost-in-paris-review.html,"The filmmakers Fiona Gordon and Dominique Abel star in their fourth movie, a tale infused with physical comedy about a woman in search of her aunt.",The New York Times,"creative_works: Lost in Paris (Movie);subject: Movies;persons: Abel, Dominique;persons: Gordon, Fiona;persons: Riva, Emmanuelle;",2017-06-15T19:37:09+0000,254,By Ben Kenigsberg,"firstname Ben, middlename None, lastname Kenigsberg, qualifier None, title None, role reported, organization , rank 1",,Lost in Paris,413778,Comedy,French,"Belgium, France",2017-01-14,83,"Fiona visits Paris for the first time to assist her myopic Aunt Martha. Catastrophes ensue, mainly involving Dom, a homeless man who has yet to have an emotion or thought he was afraid of expressing."
"Review: In ‘Vincent N Roxxy,’ Love Is in the Air, N So Is Fear",https://www.nytimes.com/2017/06/01/movies/vincent-n-roxxy-review.html,"This combination crime drama and romance finds Emile Hirsch and Zoë Kravitz circling each other, and trying to stay away from bad guys.",The New York Times,"subject: Movies;creative_works: Vincent N Roxxy (Movie);persons: Kravitz, Zoe;persons: Schultz, Gary Michael;persons: Hirsch, Emile;",2017-06-01T19:52:51+0000,287,By Ken Jaworowski,"firstname Ken, middlename None, lastname Jaworowski, qualifier None, title None, role reported, organization , rank 1",,"Vincent N Roxxy,",300672,"Drama, Crime, Thriller",English,United States of America,2016-04-18,110,A small town loner and a rebellious punk rocker unexpectedly fall in love as they are forced on the run and soon discover violence follows them everywhere.
"Review: ‘Everything, Everything’ Pits Love Against Disease",https://www.nytimes.com/2017/05/18/movies/everything-everything-review.html,"Amandla Stenberg plays a teenager with an immune system disorder who falls for the boy next door, and risks everything.",The New York Times,"subject: Movies;creative_works: Everything, Everything (Movie);persons: Meghie, Stella;persons: Stenberg, Amandla (1998- );persons: Robinson, Nick (1995- );",2017-05-18T21:02:53+0000,270,By Neil Genzlinger,"firstname Neil, middlename None, lastname Genzlinger, qualifier None, title None, role reported, organization , rank 1",,"Everything, Everything",820525,"Romance, Drama","English, Portuguese",United States of America,2023-09-13,93,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment."
Review: ‘Hounds of Love’ Is Tense and Deadly Down Under,https://www.nytimes.com/2017/05/11/movies/hounds-of-love-review.html,This feature debut of the Australian filmmaker Ben Young resembles a real-life couple’s killing spree in the 1980s.,The New York Times,"subject: Movies;creative_works: Hounds of Love (Movie);persons: Young, Ben (Film Director);",2017-05-11T20:16:51+0000,280,By Ben Kenigsberg,"firstname Ben, middlename None, lastname Kenigsberg, qualifier None, title None, role reported, organization , rank 1",,Hounds of Love,408439,"Crime, Drama, Horror",English,Australia,2016-10-07,108,"When Vicki Maloney is randomly abducted from a suburban street by a disturbed couple, she soon observes the dynamic between her captors and quickly realises she must drive a wedge between them if she is to survive."
